2026-04-15 06:21:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1058 | Timeout: https://publicreporting.cftc.gov/api/odata/v1/CorpActions?$filter=Market_and_Exchange_Names eq 'BITCOIN - CHICAGO MERCANTILE EXCHANGE'&$orderby=Report_Date_as_YYYY_MM_DD desc&$top=1
    raise ClientConnectorError(req.connection_key, exc) from exc
aiohttp.client_exceptions.ClientConnectorError: Cannot connect to host api.coingecko.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:26 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:26 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:26 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:26 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:26 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:27 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:27 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:27 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:27 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.exchange.coinbase.com/products/ETH-USD/ticker: Cannot connect to host api.exchange.coinbase.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:27 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.binance.com/api/v3/ticker/price: Cannot connect to host api.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:28 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:28 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:28 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:28 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:28 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:29 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:29 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:29 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:30 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:30 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:30 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:30 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:30 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:31 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:31 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:31 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:32 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:33 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:33 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 3.0s
2026-04-15 08:20:33 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:34 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:35 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:35 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:35 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:36 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:36 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:36 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:36 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:36 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 6.0s
2026-04-15 08:20:36 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/funding/history: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/topLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/globalLongShortAccountRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/futures/data/takerlongshortRatio: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/openInterest: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:38 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://fapi.binance.com/fapi/v1/premiumIndex: Cannot connect to host fapi.binance.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:38 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/account-ratio: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
2026-04-15 08:20:38 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1061 | GET error https://api.bybit.com/v5/market/open-interest: Cannot connect to host api.bybit.com:443 ssl:default [nodename nor servname provided, or not known]
